KTT04001	54001	18	0	1	0	0	1
KTT04002	54001	20	0	1	0	0	1
KTT04003	54001	22	0	1	0	0	1
KTT04004	54001	24	0	1	0	0	1
KTT04005	54001	25	0	1	0	0	1
KTT04006	54001	26	0	1	0	0	1
KTT04007	54001	28	0	1	0	0	1
KTT04008	54001	30	0	1	0	0	1
KTT04009	54001	32	0	1	0	0	1
KTT04001	54002	18	0	1	0	0	1
KTT04002	54002	20	0	1	0	0	1
KTT04003	54002	22	0	1	0	0	1
KTT04004	54002	24	0	1	0	0	1
KTT04005	54002	25	0	1	0	0	1
KTT04006	54002	26	0	1	0	0	1
KTT04007	54002	28	0	1	0	0	1
KTT04008	54002	30	0	1	0	0	1
KTT04009	54002	32	0	1	0	0	1
KTT04001	54003	18	0	1	0	0	1
KTT04002	54003	20	0	1	0	0	1
KTT04020	54003	22	0	1	0	0	1
KTT04004	54003	24	0	1	0	0	1
KTT04005	54003	25	0	1	0	0	1
KTT04001	54004	18	0	1	0	0	1
KTT04002	54004	20	0	1	0	0	1
KTT04020	54004	22	0	1	0	0	1
KTT04004	54004	24	0	1	0	0	1
KTT04005	54004	25	0	1	0	0	1
KTT04030	54005	18	0	1	0	0	1
KTT04031	54005	20	0	1	0	0	1
KTT04032	54005	20	3	1	0	0	1
KTT04033	54005	20	6	1	0	0	1
KTT04034	54005	20	7	1	0	0	1
KTT04035	54005	21	0	1	0	0	1
KTT04036	54005	21	1	1	0	0	1
KTT04037	54005	21	2	1	0	0	1
KTT04038	54005	21	3	1	0	0	1
KTT04039	54005	21	4	1	0	0	1
KTT04040	54005	21	5	1	0	0	1
KTT04041	54005	21	6	1	0	0	1
KTT04042	54005	21	7	1	0	0	1
KTT04251	54005	22	0	1	0	0	1
KTT04910	54005	23	0	1	0	0	1
KTT04043	54005	25	0	1	0	0	1
KTT04044	54005	26	0	1	0	0	1
KTT04045	54005	27	0	1	0	0	1
KTT04046	54005	28	0	1	0	0	1
KTT04047	54005	28	1	1	0	0	1
KTT04048	54005	28	2	1	0	0	1
KTT04049	54005	28	3	1	0	0	1
KTT04050	54005	28	4	1	0	0	1
KTT04051	54005	28	5	1	0	0	1
KTT04052	54005	28	6	1	0	0	1
KTT04053	54005	28	7	1	0	0	1
KTT04054	54005	29	0	1	0	0	1
KTT04055	54005	30	0	1	0	0	1
KTT04056	54005	31	0	1	0	0	1
KTT04057	54005	32	0	1	0	0	1
KTT04058	54005	33	0	1	0	0	1
KTT04059	54005	34	0	1	0	0	1
KTT04060	54005	35	0	1	0	0	1
KTT04061	54005	36	0	1	0	0	1
KTT04062	54005	37	0	1	0	0	1
KTT04063	54005	38	0	1	0	0	1
KTT04064	54005	39	0	1	0	0	1
KTT04065	54005	40	0	1	0	0	1
KTT04066	54005	41	0	1	0	0	1
KTT04067	54005	42	0	1	0	0	1
KTT04068	54005	43	0	1	0	0	1
KTT04069	54005	43	1	1	0	0	1
KTT04070	54005	43	2	1	0	0	1
KTT04071	54005	43	3	1	0	0	1
KTT04072	54005	43	4	1	0	0	1
KTT04073	54005	43	5	1	0	0	1
KTT04074	54005	43	6	1	0	0	1
KTT04075	54005	43	7	1	0	0	1
KTT04076	54005	44	0	1	0	0	1
