1	2	321	1200	0	54001	DBS_TM_ACC_FAILURE_ACK_ILL_IADDR		-1	18	Y		Y	1	N	
1	2	321	1201	0	54002	DBS_TM_ACC_FAILURE_ACK_ILL_HCTRM		-1	18	Y		Y	1	N	
1	8	321	2200	0	54003	DBS_TM_EXE_FAILURE_ACK_IASWSTART_FAILURE		-1	18	Y		Y	1	N	
1	8	321	2201	0	54004	DBS_TM_EXE_FAILURE_ACK_CHECK_FAILURE		-1	18	Y		Y	1	N	
3	25	321	100	0	54005	DBS_TM_DBS_HK		-1	18	Y		Y	1	N	
3	25	321	101	0	54006	DBS_TM_ESSENTIAL_HK		-1	18	Y		Y	1	N	
3	25	321	102	0	54027	DBS_TM_DBS_EXTENDED_HK		-1	18	Y		Y	1	N	
5	1	321	752	0	54008	DBS_TM_EVT_PR_BOOT_REP		-1	18	Y		Y	1	N	
5	1	321	753	0	54009	DBS_TM_EVT_PR_DOOR_CLOSED		-1	18	Y		Y	1	N	
5	2	321	579	0	54010	DBS_TM_EVT_EDAC_AT_BOOT		-1	18	Y		Y	1	N	
5	2	321	544	0	54011	DBS_TM_EVT_RES_REQ		-1	18	Y		Y	1	N	
5	3	321	578	0	54012	DBS_TM_EVT_REG_LOAD_CMP		-1	18	Y		Y	1	N	
5	3	321	560	0	54013	DBS_TM_EVT_CMD_BUF_FUL		-1	18	Y		Y	1	N	
5	3	321	561	0	54014	DBS_TM_EVT_TM_BUF_FUL		-1	18	Y		Y	1	N	
5	3	321	562	0	54015	DBS_TM_EVT_RX_BUF_FUL		-1	18	Y		Y	1	N	
5	3	321	577	0	54016	DBS_TM_EVT_RSE_NOTCLOSED		-1	18	Y		Y	1	N	
5	3	321	528	0	54017	DBS_TM_EVT_SEG_INV_ID		-1	18	Y		Y	1	N	
5	3	321	529	0	54018	DBS_TM_EVT_SEG_INV_CRC		-1	18	Y		Y	1	N	
5	3	321	530	0	54019	DBS_TM_EVT_SEG_ONLY_END		-1	18	Y		Y	1	N	
5	3	321	531	0	54020	DBS_TM_EVT_SEG_INV_DEST		-1	18	Y		Y	1	N	
5	3	321	532	0	54021	DBS_TM_EVT_SEG_INV_SIZE		-1	18	Y		Y	1	N	
5	3	321	533	0	54022	DBS_TM_EVT_SEG_LOAD_CMP		-1	18	Y		Y	1	N	
5	3	321	545	0	54023	DBS_TM_EVT_RES_WDOG		-1	18	Y		Y	1	N	
5	3	321	546	0	54024	DBS_TM_EVT_RES_EXCEPT		-1	18	Y		Y	1	N	
5	3	321	547	0	54025	DBS_TM_EVT_RES_CPUERR		-1	18	Y		Y	1	N	
5	3	321	548	0	54026	DBS_TM_EVT_RES_UNKNOWN		-1	18	Y		Y	1	N	
1	1	321	0	0	52001	SASW SuccAccRep	0	-1	18	Y		Y	1	N	
1	2	321	1400	0	52002	SASW FailedAccRep_ACK_CREATE_FAIL	0	-1	18	Y		Y	1	N	
1	2	321	1406	0	52003	SASW FailedAccRep_ACK_ILL_AID	0	-1	18	Y		Y	1	N	
1	2	321	1010	0	52004	SASW FailedAccRep_ACK_ILL_BLEN	0	-1	18	Y		Y	1	N	
1	2	321	1404	0	52005	SASW FailedAccRep_ACK_ILL_DID	0	-1	18	Y		Y	1	N	
1	2	321	1402	0	52006	SASW FailedAccRep_ACK_ILL_DSIZE	0	-1	18	Y		Y	1	N	
1	2	321	1012	0	52007	SASW FailedAccRep_ACK_ILL_EID	0	-1	18	Y		Y	1	N	
1	2	321	1410	0	52008	SASW FailedAccRep_ACK_ILL_ELEM	0	-1	18	Y		Y	1	N	
1	2	321	1405	0	52009	SASW FailedAccRep_ACK_ILL_FID	0	-1	18	Y		Y	1	N	
1	2	321	1008	0	52010	SASW FailedAccRep_ACK_ILL_MID	0	-1	18	Y		Y	1	N	
1	2	321	1403	0	52011	SASW FailedAccRep_ACK_ILL_NDI	0	-1	18	Y		Y	1	N	
1	2	321	1007	0	52012	SASW FailedAccRep_ACK_ILL_PER	0	-1	18	Y		Y	1	N	
1	2	321	1407	0	52013	SASW FailedAccRep_ACK_ILL_PR_ID	0	-1	18	Y		Y	1	N	
1	2	321	1408	0	52014	SASW FailedAccRep_ACK_ILL_PR_PAR	0	-1	18	Y		Y	1	N	
1	2	321	1013	0	52015	SASW FailedAccRep_ACK_ILL_PSID	0	-1	18	Y		Y	1	N	
1	2	321	1409	0	52016	SASW FailedAccRep_ACK_ILL_PTYP	0	-1	18	Y		Y	1	N	
1	2	321	1011	0	52017	SASW FailedAccRep_ACK_ILL_RCNT	0	-1	18	Y		Y	1	N	
1	2	321	1009	0	52018	SASW FailedAccRep_ACK_ILL_SADDR	0	-1	18	Y		Y	1	N	
1	2	321	1411	0	52019	SASW FailedAccRep_ACK_ILL_SDUID	0	-1	18	Y		Y	1	N	
1	2	321	1006	0	52020	SASW FailedAccRep_ACK_ILL_SID	0	-1	18	Y		Y	1	N	
1	2	321	1005	0	52021	SASW FailedAccRep_ACK_ILL_SRC	0	-1	18	Y		Y	1	N	
1	2	321	1004	0	52022	SASW FailedAccRep_ACK_ILL_SUBT	0	-1	18	Y		Y	1	N	
1	2	321	1003	0	52023	SASW FailedAccRep_ACK_ILL_TYPE	0	-1	18	Y		Y	1	N	
1	2	321	1002	0	52024	SASW FailedAccRep_ACK_INCONS_CRC	0	-1	18	Y		Y	1	N	
1	2	321	1001	0	52025	SASW FailedAccRep_ACK_INCONS_LEN	0	-1	18	Y		Y	1	N	
1	2	321	1014	0	52026	SASW FailedAccRep_ACK_INCONS_PCRC	0	-1	18	Y		Y	1	N	
1	2	321	1015	0	52027	SASW FailedAccRep_ACK_NOT_ARMED	0	-1	18	Y		Y	1	N	
1	2	321	1000	0	52028	SASW FailedAccRep_ACK_NOT_IMPL	0	-1	18	Y		Y	1	N	
1	2	321	1401	0	52029	SASW FailedAccRep_ACK_PCRL1_FULL	0	-1	18	Y		Y	1	N	
1	3	321	0	0	52030	SASW SuccStartRep	0	-1	18	Y		Y	1	N	
1	4	321	1616	0	52031	SASW FailedStartRep_ACK_ALGO_DIS	0	-1	18	Y		Y	1	N	
1	4	321	1604	0	52032	SASW FailedStartRep_ACK_EID_DIS	0	-1	18	Y		Y	1	N	
1	4	321	1603	0	52033	SASW FailedStartRep_ACK_EID_ENB	0	-1	18	Y		Y	1	N	
1	4	321	1606	0	52034	SASW FailedStartRep_ACK_FID_DIS	0	-1	18	Y		Y	1	N	
1	4	321	1605	0	52035	SASW FailedStartRep_ACK_FID_ENB	0	-1	18	Y		Y	1	N	
1	4	321	1611	0	52036	SASW FailedStartRep_ACK_ILL_WD_STATUS	0	-1	18	Y		Y	1	N	
1	4	321	1609	0	52037	SASW FailedStartRep_ACK_PR_BUSY	0	-1	18	Y		Y	1	N	
1	4	321	1610	0	52038	SASW FailedStartRep_ACK_PR_IDLE	0	-1	18	Y		Y	1	N	
1	4	321	1600	0	52039	SASW FailedStartRep_ACK_RDL_NO_SLOT	0	-1	18	Y		Y	1	N	
1	4	321	1608	0	52040	SASW FailedStartRep_ACK_RID_DIS	0	-1	18	Y		Y	1	N	
1	4	321	1607	0	52041	SASW FailedStartRep_ACK_RID_ENB	0	-1	18	Y		Y	1	N	
1	4	321	1617	0	52237	SASW FailedStartRep_ACK_SDU_NO_MEM 	0	-1	18	Y		Y	1	N	
1	4	321	1601	0	52042	SASW FailedStartRep_ACK_SID_IN_USE	0	-1	18	Y		Y	1	N	
1	4	321	1602	0	52043	SASW FailedStartRep_ACK_SID_NOT_USED	0	-1	18	Y		Y	1	N	
1	4	321	1614	0	52044	SASW FailedStartRep_ACK_WR_ALGO_M	0	-1	18	Y		Y	1	N	
1	4	321	1613	0	52045	SASW FailedStartRep_ACK_WR_FEE_M	0	-1	18	Y		Y	1	N	
1	4	321	1612	0	52046	SASW FailedStartRep_ACK_WR_IASW_M	0	-1	18	Y		Y	1	N	
1	4	321	1615	0	52047	SASW FailedStartRep_ACK_WR_SDU_M	0	-1	18	Y		Y	1	N	
1	7	321	0	0	52048	SASW SuccTermRep	0	-1	18	Y		Y	1	N	
1	8	321	2000	0	52049	SASW FailedTermRep_ACK_LOAD_FAILURE	0	-1	18	Y		Y	1	N	
1	8	321	2400	0	52050	SASW FailedTermRep_ACK_MODE_CHNG_FAILED	0	-1	18	Y		Y	1	N	
1	8	321	2001	0	52051	SASW FailedTermRep_ACK_PARLOAD_FAILURE	0	-1	18	Y		Y	1	N	
3	10	321	0	0	52057	SASW RepStructHkRep	0	52057	18	Y		Y	1	N	
3	25	321	1	0	52058	SASW Rep_HK_ESSENTIAL_IASW	0	-1	18	Y		Y	1	N	
3	25	321	2	0	52059	SASW Rep_HK_EXTENDED_IASW	0	-1	18	Y		Y	1	N	
5	1	321	768	0	52062	SASW Rep1_EVT_FEE_TR	0	-1	18	Y		Y	1	N	
5	1	321	769	0	52063	SASW Rep1_EVT_IASW_TR	0	-1	18	Y		Y	1	N	
5	1	321	772	0	52064	SASW Rep1_EVT_INIT_SUCC	0	-1	18	Y		Y	1	N	
5	1	321	771	0	52065	SASW Rep1_EVT_SC_PR_END	0	-1	18	Y		Y	1	N	
