54001	KTY_ACK54001	36
54002	KTY_ACK54002	36
54003	KTY_ACK54003	28
54004	KTY_ACK54004	28
54005	KTY_HK_54005	172
54006	KTY_HK_54006	64
54027	KTY_HK_54027	80
54008	KTY_EVT54008	28
54009	KTY_EVT54009	24
54010	KTY_EVT54010	32
54011	KTY_EVT54011	36
54012	KTY_EVT54012	40
54013	KTY_EVT54013	24
54014	KTY_EVT54014	24
54015	KTY_EVT54015	24
54016	KTY_EVT54016	28
54017	KTY_EVT54017	44
54018	KTY_EVT54018	44
54019	KTY_EVT54019	44
54020	KTY_EVT54020	44
54021	KTY_EVT54021	44
54022	KTY_EVT54022	44
54023	KTY_EVT54023	140
54024	KTY_EVT54024	140
54025	KTY_EVT54025	140
54026	KTY_EVT54026	140
52001	KSY_ACK52001	38
52002	KSY_ACK52002	38
52003	KSY_ACK52003	38
52004	KSY_ACK52004	38
52005	KSY_ACK52005	38
52006	KSY_ACK52006	38
52007	KSY_ACK52007	38
52008	KSY_ACK52008	38
52009	KSY_ACK52009	38
52010	KSY_ACK52010	38
52011	KSY_ACK52011	38
52012	KSY_ACK52012	38
52013	KSY_ACK52013	38
52014	KSY_ACK52014	38
52015	KSY_ACK52015	38
52016	KSY_ACK52016	38
52017	KSY_ACK52017	38
52018	KSY_ACK52018	38
52019	KSY_ACK52019	38
52020	KSY_ACK52020	38
52021	KSY_ACK52021	38
52022	KSY_ACK52022	38
52023	KSY_ACK52023	38
52024	KSY_ACK52024	38
52025	KSY_ACK52025	38
52026	KSY_ACK52026	38
52027	KSY_ACK52027	38
52028	KSY_ACK52028	38
52029	KSY_ACK52029	38
52030	KSY_ACK52030	38
52031	KSY_ACK52031	38
52032	KSY_ACK52032	38
52033	KSY_ACK52033	38
52034	KSY_ACK52034	38
52035	KSY_ACK52035	38
52036	KSY_ACK52036	38
52037	KSY_ACK52037	38
52038	KSY_ACK52038	38
52039	KSY_ACK52039	38
52040	KSY_ACK52040	38
52041	KSY_ACK52041	38
52237	KSY_ACK52237	38
52042	KSY_ACK52042	38
52043	KSY_ACK52043	38
52044	KSY_ACK52044	38
52045	KSY_ACK52045	38
52046	KSY_ACK52046	38
52047	KSY_ACK52047	38
52048	KSY_ACK52048	38
52049	KSY_ACK52049	38
52050	KSY_ACK52050	38
52051	KSY_ACK52051	38
52057	KSY_HK_52057	38
52058	KSY_HK_52058	80
52059	KSY_HK_52059	148
52062	KSY_EVT52062	44
52063	KSY_EVT52063	44
52064	KSY_EVT52064	40
52065	KSY_EVT52065	44
52066	KSY_EVT52066	40
52067	KSY_EVT52067	40
52068	KSY_EVT52068	44
52223	KSY_EVT52223	48
52069	KSY_EVT52069	48
52070	KSY_EVT52070	48
52239	KSY_EVT52239	48
52071	KSY_EVT52071	44
52243	KSY_EVT52243	48
52224	KSY_EVT52224	48
52225	KSY_EVT52225	52
52072	KSY_EVT52072	48
52073	KSY_EVT52073	48
52074	KSY_EVT52074	48
52075	KSY_EVT52075	40
52076	KSY_EVT52076	40
52077	KSY_EVT52077	48
52078	KSY_EVT52078	44
52079	KSY_EVT52079	44
52080	KSY_EVT52080	44
52081	KSY_EVT52081	44
52082	KSY_EVT52082	44
52083	KSY_EVT52083	40
52084	KSY_EVT52084	40
52085	KSY_EVT52085	40
52086	KSY_EVT52086	40
52087	KSY_EVT52087	40
52088	KSY_EVT52088	40
52089	KSY_EVT52089	40
52090	KSY_EVT52090	40
52226	KSY_EVT52226	48
52091	KSY_EVT52091	44
52092	KSY_EVT52092	44
52093	KSY_EVT52093	44
52240	KSY_EVT52240	48
52227	KSY_EVT52227	44
52228	KSY_EVT52228	40
52094	KSY_EVT52094	48
52095	KSY_EVT52095	48
52096	KSY_EVT52096	48
52097	KSY_EVT52097	44
52229	KSY_EVT52229	40
52238	KSY_EVT52238	48
52230	KSY_EVT52230	44
52231	KSY_EVT52231	40
52098	KSY_EVT52098	44
52232	KSY_EVT52232	40
52233	KSY_EVT52233	48
52234	KSY_EVT52234	48
52235	KSY_EVT52235	40
52099	KSY_EVT52099	40
52100	KSY_EVT52100	44
52101	KSY_EVT52101	44
52102	KSY_EVT52102	56
52103	KSY_EVT52103	48
52104	KSY_EVT52104	56
52105	KSY_EVT52105	56
52244	KSY_EVT52244	44
52106	KSY_EVT52106	56
52107	KSY_EVT52107	44
52108	KSY_EVT52108	48
52109	KSY_EVT52109	48
52110	KSY_EVT52110	48
52236	KSY_EVT52236	44
52132	KSY_EVT52132	44
52111	KSY_EVT52111	44
52112	KSY_EVT52112	44
52113	KSY_EVT52113	40
52114	KSY_EVT52114	44
52115	KSY_EVT52115	44
52116	KSY_EVT52116	44
52117	KSY_EVT52117	44
52118	KSY_EVT52118	40
52119	KSY_EVT52119	40
52245	KSY_EVT52245	44
52120	KSY_EVT52120	40
52121	KSY_EVT52121	40
52122	KSY_EVT52122	40
52123	KSY_EVT52123	40
52124	KSY_EVT52124	40
52246	KSY_EVT52246	44
52125	KSY_EVT52125	40
52126	KSY_EVT52126	48
52127	KSY_EVT52127	44
52129	KSY_EVT52129	48
52130	KSY_EVT52130	40
52131	KSY_EVT52131	40
52133	KSY_EVT52133	44
52134	KSY_EVT52134	44
52141	KSY_MEM52141	38
52242	KSY_MEM52242	38
52143	KSY_LDT52143	38
52144	KSY_LDT52144	38
52145	KSY_LDT52145	38
52146	KSY_LDT52146	38
52151	KSY_LDT52151	38
52154	KSY_TST52154	38
52156	KSY_PAR52156	168
52157	KSY_PAR52157	80
52158	KSY_PAR52158	52
52183	KSY_BRP52183	38
