KSKT5172	1200	1200	ACK_ILL_IADDR
KSKT5172	1201	1201	ACK_ILL_HCTRM
KTKT4001	1	1	TC_VERIFICATIO
KTKT4001	3	3	HK_REPORTING
KTKT4001	5	5	EVENT_MGMT
KTKT4001	6	6	MEMORY_MGMT
KTKT4001	9	9	TIME_MGMT
KTKT4001	17	17	TEST
KTKT4001	20	20	PAR_MGMT
KTKT4001	210	210	BOOT_MGMT
KTKT4002	25	25	HK_REPORT
KTKT4002	128	128	REQUEST_HK_REP
KTKT4002	131	131	MODIFY_INTERVA
KSKT5177	2200	2200	ACK_IASWSTART_
KSKT5177	2201	2201	ACK_CHECK_FAIL
KSKT5088	100	100	HK_SID_DBS
KSKT5088	101	101	HK_SID_ESSENTI
KSKT5088	102	102	HK_SID_DBS_EXT
KTKT4003	0	0	UNKNOWN_CAUSE
KTKT4003	1	1	POWER_ON
KTKT4003	2	2	WATCHDOG
KTKT4003	3	3	EXCEPTION
KTKT4003	4	4	TC_RESET
KTKT4003	5	5	CPU_ERROR
KTKT4004	5	5	SYNC
KTKT4004	0	0	UNSYNC
KSKT5036	528	528	EVT_SEG_INV_ID
KSKT5036	529	529	EVT_SEG_INV_CR
KSKT5036	530	530	EVT_SEG_ONLY_E
KSKT5036	531	531	EVT_SEG_INV_DE
KSKT5036	532	532	EVT_SEG_INV_SI
KSKT5036	533	533	EVT_SEG_LOAD_C
KSKT5036	544	544	EVT_RES_REQ
KSKT5036	545	545	EVT_RES_WDOG
KSKT5036	546	546	EVT_RES_EXCEPT
KSKT5036	547	547	EVT_RES_CPUERR
KSKT5036	548	548	EVT_RES_UNKNOW
KSKT5036	560	560	EVT_CMD_BUF_FU
KSKT5036	561	561	EVT_TM_BUF_FUL
KSKT5036	562	562	EVT_RX_BUF_FUL
KSKT5036	577	577	EVT_RSE_NOTCLO
KSKT5036	578	578	EVT_REG_LOAD_C
KSKT5036	579	579	EVT_EDAC_AT_BO
KSKT5036	752	752	EVT_PR_BOOT_RE
KSKT5036	753	753	EVT_PR_DOOR_CL
KTKT4005	1	1	DPU_SAFE
KTKT4007	0	0	TRAP
KTKT4007	512	512	MEM_UNCOR_DBS
KSKT5001	1	1	TTC1_ALGO
KSKT5001	2	2	TTC2_ALGO
KSKT5002	0	0	SAL_OFF
KSKT5002	1	1	SAL_ACTIVE
KSKT5002	2	2	SAL_INACTIVE
KSKT5002	3	3	SAL_SUSPENDED
KSKT5027	1	1	ADC_P3V9
KSKT5027	2	2	ADC_P3V3
KSKT5027	3	3	ADC_P3V3_LVDS
KSKT5027	4	4	ADC_P2V5
KSKT5027	5	5	ADC_P1V8
KSKT5027	6	6	ADC_P1V2
KSKT5027	7	7	ADC_REF_2V5
KSKT5027	8	8	ADC_TEMP1
KSKT5027	10	10	ADC_TEMP_FEE
KSKT5027	9	9	ADC_TEMP_CCD
KSKT5027	11	11	ADC_I_FEE_ANA
KSKT5027	12	12	ADC_I_FEE_DIG
KSKT5027	13	13	ADC_I_DPU
KSKT5027	14	14	ADC_I_RSE
KSKT5027	15	15	ADC_I_HEATER
KSKT5027	16	16	ADC_PSU_TEMP
KSKT5036	256	256	EVT_MEM_COR_RA
KSKT5036	257	257	EVT_MEM_UNCOR_
KSKT5036	258	258	EVT_MEM_UNCOR_
KSKT5036	259	259	EVT_MEM_LOAD_C
KSKT5036	260	260	EVT_PARLOAD_CM
KSKT5036	272	272	EVT_ADC_LOGIC
KSKT5036	273	273	EVT_ADC_FAILUR
KSKT5036	274	274	EVT_ADC_NORANG
KSKT5036	275	275	EVT_DPU_VOLT_W
KSKT5036	276	276	EVT_DPU_TEMP_W
KSKT5036	277	277	EVT_DPU_PERM_W
KSKT5036	278	278	EVT_DPU_VOLT_F
KSKT5036	279	279	EVT_DPU_TEMP_F
KSKT5036	280	280	EVT_DPU_PERM_F
KSKT5036	288	288	EVT_SPW_RXTO
KSKT5036	289	289	EVT_SPW_TXTO
KSKT5036	290	290	EVT_SPW_CONTO
KSKT5036	291	291	EVT_SPW_PARITY
KSKT5036	292	292	EVT_SPW_DISCON
KSKT5036	293	293	EVT_SPW_ESCAPE
KSKT5036	294	294	EVT_SPW_CREDIT
KSKT5036	295	295	EVT_SPW_RXAHB
KSKT5036	296	296	EVT_SPW_TXAHB
KSKT5036	297	297	EVT_SPW_EARLYE
KSKT5036	298	298	EVT_SPW_INVADD
KSKT5036	299	299	EVT_SPW_EEP
KSKT5036	300	300	EVT_SPW_TOOBIG
KSKT5036	304	304	EVT_RSE_PARITY
KSKT5036	305	305	EVT_RSE_FRAME
KSKT5036	306	306	EVT_RSE_ERRRES
KSKT5036	307	307	EVT_RSE_TIMEOU
KSKT5036	308	308	EVT_RSE_MOTORH
KSKT5036	309	309	EVT_RSE_ELECHO
KSKT5036	310	310	EVT_RSE_CLOSE_
KSKT5036	311	311	EVT_RSE_NOCOM
KSKT5036	312	312	EVT_RSE_NOPARA
KSKT5036	320	320	EVT_PSU_CURR_W
KSKT5036	321	321	EVT_PSU_TEMP_W
KSKT5036	322	322	EVT_PSU_PERM_W
KSKT5036	323	323	EVT_PSU_CURR_F
KSKT5036	324	324	EVT_PSU_TEMP_F
KSKT5036	325	325	EVT_PSU_PERM_F
KSKT5036	326	326	EVT_PSU_PSUOK_
KSKT5036	327	327	EVT_PSU_RSEOK_
KSKT5036	328	328	EVT_PSU_PSUOK_
KSKT5036	329	329	EVT_PSU_RSEOK_
KSKT5036	336	336	EVT_CMD_INV_AP
KSKT5036	768	768	EVT_FEE_TR
KSKT5036	769	769	EVT_IASW_TR
KSKT5036	770	770	EVT_SC_PR_STRT
KSKT5036	771	771	EVT_SC_PR_END
KSKT5036	772	772	EVT_INIT_SUCC
KSKT5036	784	784	EVT_SEQ_CNT_ER
KSKT5036	785	785	EVT_SBIT_ERR
KSKT5036	786	786	EVT_FEE_DATA_E
KSKT5036	800	800	EVT_PCRL2_FULL
KSKT5036	801	801	EVT_INSTRM_PQF
KSKT5036	802	802	EVT_IN_ILLGR
