KTP40001_L	100	102
KTP40002_L	0	65535
KTP40010_L	1	16
KTP40011_L	EVT_MEM_COR_RAM	
KTP40011_L	EVT_MEM_UNCOR_RA	
KTP40011_L	EVT_MEM_UNCOR_MR	
KTP40011_L	EVT_MEM_LOAD_CMP	
KTP40011_L	EVT_PARLOAD_CMP	
KTP40011_L	EVT_MEM_COR_MRAM	
KTP40011_L	EVT_MEM_MRAM_LCL	
KTP40011_L	EVT_ADC_LOGIC	
KTP40011_L	EVT_ADC_FAILURE	
KTP40011_L	EVT_ADC_NORANGES	
KTP40011_L	EVT_DPU_VOLT_WAR	
KTP40011_L	EVT_DPU_TEMP_WAR	
KTP40011_L	EVT_DPU_PERM_WAR	
KTP40011_L	EVT_DPU_VOLT_FAI	
KTP40011_L	EVT_DPU_TEMP_FAI	
KTP40011_L	EVT_DPU_PERM_FAI	
KTP40011_L	EVT_ADC_OUT_OF_R	
KTP40011_L	EVT_SPW_RXTO	
KTP40011_L	EVT_SPW_TXTO	
KTP40011_L	EVT_SPW_CONTO	
KTP40011_L	EVT_SPW_PARITY	
KTP40011_L	EVT_SPW_DISCONNE	
KTP40011_L	EVT_SPW_ESCAPE	
KTP40011_L	EVT_SPW_CREDIT	
KTP40011_L	EVT_SPW_RXAHB	
KTP40011_L	EVT_SPW_TXAHB	
KTP40011_L	EVT_SPW_EARLYEOP	
KTP40011_L	EVT_SPW_INVADDR	
KTP40011_L	EVT_SPW_EEP	
KTP40011_L	EVT_SPW_TOOBIG	
KTP40011_L	EVT_RSE_PARITY	
KTP40011_L	EVT_RSE_FRAME	
KTP40011_L	EVT_RSE_ERRRESP	
KTP40011_L	EVT_RSE_TIMEOUT	
KTP40011_L	EVT_RSE_MOTORHOT	
KTP40011_L	EVT_RSE_ELECHOT	
KTP40011_L	EVT_RSE_CLOSE_TO	
KTP40011_L	EVT_RSE_NOCOM	
KTP40011_L	EVT_RSE_NOPARAM	
KTP40011_L	EVT_PSU_CURR_WAR	
KTP40011_L	EVT_PSU_TEMP_WAR	
KTP40011_L	EVT_PSU_PERM_WAR	
